id,run_id,source_page,dead_url,anchor_text,suggested_url,wayback_snapshot_url,similarity_score,match_reason,generated_at
21,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/,,0.3244,wayback+semantic-match,2026-02-24T19:19:04.592983+00:00
22,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=Health%20%26%20fitness,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.606980+00:00
23,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=%26,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.615989+00:00
24,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?curius=2922,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.622992+00:00
25,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=%26data,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.631509+00:00
26,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?fbclid=IwZXh0bgNhZW0CMTEAAR2exicRR3VdzNKH_dU-F5ANqvDk-xIlHOQKE8DJnxdNiSog2U9tboCqyjM_aem_llKQx3WC22wq4MacgR4Oqg,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.641513+00:00
27,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=art%20portfolio&p=2&g,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.649619+00:00
28,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=html%20portfolio%20templates&p=2&g,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.657514+00:00
29,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=art%20portfolio&p=3&g,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.664512+00:00
30,6,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=art%20portfolio&p=4&g,,0.2444,wayback+semantic-match,2026-02-24T19:19:04.671513+00:00
31,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/about/,,0.5074,wayback+semantic-match,2026-02-24T19:26:18.349021+00:00
32,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/about/guide.html,,0.4064,wayback+semantic-match,2026-02-24T19:27:36.070300+00:00
33,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,http://wiby.me/about/pp.html,,0.4064,wayback+semantic-match,2026-02-24T19:27:36.085983+00:00
34,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/about.html,,0.3775,wayback+semantic-match,2026-02-24T19:27:36.097803+00:00
35,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,http://wiby.me/about/pp.org.html,,0.376,wayback+semantic-match,2026-02-24T19:27:36.111342+00:00
36,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/,,0.3244,wayback+semantic-match,2026-02-24T19:27:36.126453+00:00
37,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=Health%20%26%20fitness,,0.2444,wayback+semantic-match,2026-02-24T19:27:36.139689+00:00
38,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=%26,,0.2444,wayback+semantic-match,2026-02-24T19:27:36.152073+00:00
39,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?curius=2922,,0.2444,wayback+semantic-match,2026-02-24T19:27:36.163383+00:00
40,7,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=%26data,,0.2444,wayback+semantic-match,2026-02-24T19:27:36.173315+00:00
41,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/about/,,0.5074,wayback+semantic-match,2026-02-24T20:13:46.563430+00:00
42,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/about/guide.html,,0.4064,wayback+semantic-match,2026-02-24T20:13:46.580984+00:00
43,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,http://wiby.me/about/pp.html,,0.4064,wayback+semantic-match,2026-02-24T20:13:46.595361+00:00
44,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/about.html,,0.3775,wayback+semantic-match,2026-02-24T20:13:46.615546+00:00
45,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,http://wiby.me/about/pp.org.html,,0.376,wayback+semantic-match,2026-02-24T20:13:46.632541+00:00
46,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/,,0.3244,wayback+semantic-match,2026-02-24T20:13:46.647565+00:00
47,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=Health%20%26%20fitness,,0.2444,wayback+semantic-match,2026-02-24T20:13:46.662651+00:00
48,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=%26,,0.2444,wayback+semantic-match,2026-02-24T20:13:46.676253+00:00
49,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?curius=2922,,0.2444,wayback+semantic-match,2026-02-24T20:13:46.696466+00:00
50,9,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=%26data,,0.2444,wayback+semantic-match,2026-02-24T20:13:46.712865+00:00
51,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/,,0.3244,wayback+semantic-match,2026-02-24T20:33:35.182020+00:00
52,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=Health%20%26%20fitness,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.258743+00:00
53,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=%26,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.272862+00:00
54,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?curius=2922,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.287013+00:00
55,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=%26data,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.304250+00:00
56,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?fbclid=IwZXh0bgNhZW0CMTEAAR2exicRR3VdzNKH_dU-F5ANqvDk-xIlHOQKE8DJnxdNiSog2U9tboCqyjM_aem_llKQx3WC22wq4MacgR4Oqg,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.322107+00:00
57,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=art%20portfolio&p=2&g,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.338103+00:00
58,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=html%20portfolio%20templates&p=2&g,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.352189+00:00
59,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=art%20portfolio&p=3&g,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.366109+00:00
60,11,https://wiby.me/about/guide.html,https://wiby.me/about/url_that_was_submitted,url_that_was_submitted,https://wiby.me/?q=art%20portfolio&p=4&g,,0.2444,wayback+semantic-match,2026-02-24T20:33:35.381413+00:00
